Location,Map-Lot,Map,Lot,Land Area,Land Use Code,Land Use Category,Land Use Description,Existing Units,Mixed Use,Group Quarters,Grad Student Housing,Condo,Tax Status,Location 1
8 COOLIDGE HILL RD,242A-134,242A,134,6932,940,Education,Private Pre & Elem School,0, , , , ,Educ NonTax,"(42.3736738416999, -71.1380926968)"
8 COOLIDGE HILL RD,242A-135,242A,135,4851,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3739733151, -71.1379370264999)"
6 COOLIDGE HILL RD,242A-138,242A,138,28639,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3737733408, -71.1377083658999)"
8 GERRYS LNDG,242A-139,242A,139,7620,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3742768226999, -71.1376391529999)"
380 MT AUBURN ST,242A-140,242A,140,7560,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3742221276, -71.1374273421999)"
390 MT AUBURN ST,242A-141,242A,141,7890,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3743290131, -71.1378531667999)"
4 COOLIDGE HILL RD,242A-142,242A,142,7650,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3743920006999, -71.1380717115)"
27 COOLIDGE HILL RD,242A-143,242A,143,1638,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3745386511999, -71.1391244829)"
29 COOLIDGE HILL RD,242A-144,242A,144,1351,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3746061434, -71.1391169965999)"
416 MT AUBURN ST,242A-145,242A,145,2369,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3746885316, -71.1391081242999)"
32 COOLIDGE HILL RD,242A-146,242A,146,5094,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3743957813999, -71.1395469020999)"
34 COOLIDGE HILL RD,242A-147,242A,147,2570,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3745371528, -71.1395336995)"
119 COOLIDGE HILL,242A-148,242A,148,12046,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3734520471999, -71.1384345578999)"
10 COOLIDGE HILL RD,242A-149,242A,149,17994,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3739594193, -71.1382067854)"
21 COOLIDGE HILL RD,242A-150,242A,150,2180,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3742988465999, -71.1391351433999)"
23 COOLIDGE HILL RD,242A-153,242A,153,1350,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3743801018, -71.1391352572999)"
25 COOLIDGE HILL RD,242A-154,242A,154,2354,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3744523383999, -71.1391216779999)"
426 MT AUBURN ST,242A-155,242A,155,3413,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3747448015, -71.1395097773)"
36 COOLIDGE HILL RD,242A-156,242A,156,2529,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.374631864, -71.1395201369)"
16 COOLIDGE AVE,242A-157,242A,157,14220,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3737962578999, -71.1395641146)"
170 COOLIDGE HILL,242A-158,242A,158,13993,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3721530309, -71.1380249376999)"
162 COOLIDGE HILL,242A-159,242A,159,14781,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3722280440999, -71.1383864233)"
133 COOLIDGE HILL,242A-160,242A,160,14414,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3728522882, -71.1377414823)"
173 COOLIDGE HILL,242A-161,242A,161,7370,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3725439639, -71.1376869773)"
24 COOLIDGE HILL RD,242A-23,242A,23,7048,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3740844794999, -71.1395313974)"
412 MT AUBURN ST,242A-36,242A,36,5069,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3745486795, -71.1387204725999)"
408 MT AUBURN ST,242A-37,242A,37,5014,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3745605197999, -71.1384505651)"
5 COOLIDGE HILL RD,242A-38,242A,38,5026,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3744116283999, -71.138490755)"
414 MT AUBURN ST,242A-44,242A,44,4528,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3745840292, -71.1389089961)"
40 COOLIDGE HILL RD,242A-47,242A,47,5237,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3739388503, -71.1386689477999)"
12 COOLIDGE HILL RD,242A-48,242A,48,4670,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3739469555, -71.1384626846)"
44 COOLIDGE HILL RD,242A-51,242A,51,7875,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3737216896999, -71.1386480718999)"
109 COOLIDGE HILL,242A-59,242A,59,9692,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3733992304999, -71.1391703814999)"
105 COOLIDGE HILL,242A-68,242A,68,7236,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3732709955, -71.1394135868)"
24 COOLIDGE AVE,242A-69,242A,69,7928,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3732735553999, -71.1396781036)"
110 COOLIDGE HILL,242A-72,242A,72,8243,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3729185900999, -71.1391010568)"
116 COOLIDGE HILL,242A-73,242A,73,10271,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3730080842, -71.1388231316)"
134 COOLIDGE HILL,242A-75,242A,75,11660,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3727190233, -71.1384981741999)"
26 COOLIDGE HILL RD,242A-87,242A,87,4615,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3742360063, -71.1395480940999)"
139 COOLIDGE HILL,242A-91,242A,91,9000,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3726228494999, -71.1379457466999)"
47 COOLIDGE HILL RD,242A-99,242A,99,7631,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3736641758, -71.1391989292999)"
60 GERRYS LNDG,242B-44,242B,44,1930,972,Transportation,Road Right of Way,0, , , , ,State NonTax,"(42.3706878787999, -71.1350188451)"
3 GERRYS LNDG,242B-49,242B,49,64396,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.373600701, -71.1374058094999)"
177R COOLIDGE HILL,242B-50,242B,50,26467,131,Vacant Residential,RES-PDV-LAND,0, , , , , ,"(42.3730481318999, -71.1373258754999)"
1 GERRYS LNDG,242B-52,242B,52,23682,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3738904553, -71.1367887486999)"
30 GERRYS LNDG,242B-53,242B,53,52158,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3735231885, -71.1363410663)"
197 COOLIDGE HILL,242B-54,242B,54,22877,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3729283544999, -71.136568556)"
80 GERRYS LNDG,242B-56,242B,56,356478,941,Education,Private Secondary School,0, , , , ,Educ NonTax,"(42.3718905379, -71.1358046298999)"
GERRYS LNDG,242B-57,242B,57,74500,972,Transportation,Road Right of Way,0, , , , ,State NonTax,"(42.3732012344, -71.1353749839999)"
102 SCIARAPPA ST,24-3,24,3,2000,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3688750800999, -71.0818552358999)"
205 HURLEY ST,24-30,24,30,4095,111,Residential,4-8-UNIT-APT,5, , , , , ,"(42.3685802047999, -71.0810687784999)"
COOLIDGE AVE,243-1,243,1,2662082,953,Cemetery,Cemeteries,0, , , , ,City NonTax,"(42.3679132858, -71.1391640846999)"
213 HURLEY ST,24-31,24,31,5000,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3686140319, -71.0813448242)"
223 HURLEY ST,24-32,24,32,7500,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3686454078, -71.0815780628999)"
227-229 HURLEY ST,24-34,24,34,2500,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3686671504, -71.0817616941999)"
94 SCIARAPPA ST,24-36,24,36,2925,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3692811021999, -71.0817358113999)"
90 SCIARAPPA ST,24-37,24,37,2275,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3693868615999, -71.0817116568999)"
88 SCIARAPPA ST,24-38,24,38,1950,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3694747390999, -71.081690576)"
86 SCIARAPPA ST,24-39,24,39,609,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3695502277, -71.0817434222)"
80 SCIARAPPA ST,24-40,24,40,2100,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3696734147999, -71.0817140311)"
80 THORNDIKE ST,24-41,24,41,3150,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3696327434999, -71.0816030042)"
76-78 THORNDIKE ST,24-42,24,42,4500,111,Residential,4-8-UNIT-APT,5, , , , , ,"(42.3696003095, -71.0814574600999)"
74 THORNDIKE ST,24-43,24,43,4500,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3695785195999, -71.0812891825)"
70 THORNDIKE ST,24-44,24,44,4500,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3695569607, -71.0811181389999)"
66 THORNDIKE ST,24-45,24,45,2600,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3695417256, -71.0809875263999)"
MT AUBURN ST,245-1,245,1,507400,953,Cemetery,Cemeteries,0, , , , ,Other NonTax,"(42.3744790216, -71.1418600137999)"
78 SPRING ST,24-6,24,6,2100,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3689347094, -71.0816615295999)"
67 SPRING ST,24-61,24,61,2700,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3692611457, -71.0809630545)"
202 BRATTLE ST,246-1019,246,1019,10650,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3762407955999, -71.1390980519)"
200 BRATTLE ST,246-1021,246,1021,20259,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3760238655, -71.1388691404)"
204 BRATTLE ST,246-15,246,15,74789,920,Public Open Space,Parklands,0, , , , ,State NonTax,"(42.3759071723, -71.1396605089999)"
69 SPRING ST,24-62,24,62,2200,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3692728089, -71.0810475052)"
MT AUBURN ST,246-22,246,22,33931,920,Public Open Space,Parklands,0, , , , ,State NonTax,"(42.3752462355, -71.1399376237)"
192 BRATTLE ST,246-24,246,24,9848,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3761740293, -71.1382038642999)"
11-15 ELMWOOD AVE,246-26,246,26,11700,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3761009934, -71.1377743726999)"
198 BRATTLE ST,246-27,246,27,12662,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3763140239, -71.1386680994999)"
194 BRATTLE ST,246-28,246,28,8400,101,Residential,SNGL-FAM-RES,1, , , , ,Other NonTax,"(42.3763987769999, -71.1383418632999)"
182 BRATTLE ST,246-29,246,29,13637,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3765448017, -71.1375622775999)"
71 SPRING ST,24-63,24,63,2200,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3692824132999, -71.0811334036999)"
190 BRATTLE ST,246-30,246,30,9377,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3764578792999, -71.1379811249999)"
73 SPRING ST,24-64,24,64,2500,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3692922442999, -71.0812204267)"
75 SPRING ST,24-65,24,65,3100,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3693068878, -71.0813261201)"
9 ELMWOOD AVE,246-7,246,7,7700,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3763046811, -71.1376481539)"
83 THORNDIKE ST,24-68,24,68,1800,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3699812352, -71.0816379768999)"
33 ELMWOOD AVE,246-9,246,9,113300,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3755614159, -71.1383860302999)"
74 SCIARAPPA ST,24-69,24,69,3200,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3701170611999, -71.0815480787999)"
246-250 BRATTLE ST,246A-13,246A,13,8243,112,Residential,>8-UNIT-APT,16, , , ,YES, ,"(42.3755462951, -71.1431133802)"
240-244 BRATTLE ST,246A-14,246A,14,15182,112,Residential,>8-UNIT-APT,18, , , ,YES, ,"(42.3755999886, -71.1424623192)"
15 BRATTLE CIR,246A-30,246A,30,5179,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3756329002999, -71.1418016511999)"
14 BRATTLE CIR,246A-31,246A,31,6255,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3754683948, -71.1418023757999)"
234 BRATTLE ST,246A-35,246A,35,3386,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.375704519, -71.1420951692)"
499 MT AUBURN ST,246A-36,246A,36,4431,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.375503379, -71.142089536)"
232 BRATTLE ST,246A-37,246A,37,3442,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.375770942, -71.1418949332999)"
230 BRATTLE ST,246A-38,246A,38,3034,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3757962225, -71.1416980879999)"
218 BRATTLE ST,246A-4,246A,4,10444,920,Public Open Space,Parklands,0, , , , ,State NonTax,"(42.375729472, -71.1405689542)"
226 BRATTLE ST,246A-41,246A,41,3850,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758540836999, -71.1414106119)"
224 BRATTLE ST,246A-42,246A,42,4901,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758742294999, -71.1411991803999)"
11 BRATTLE CIR,246A-44,246A,44,4502,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3754246366, -71.1415619577999)"
220 BRATTLE ST,246A-46,246A,46,10102,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758810580999, -71.1408941150999)"
220R BRATTLE ST,246A-47,246A,47,5009,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3756565248, -71.1409126496999)"
457-1 MT AUBURN ST,246A-48,246A,48,2762,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3752600934, -71.1408824387)"
457-2 MT AUBURN ST,246A-49,246A,49,2348,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3753434206999, -71.1408995829)"
457-3 MT AUBURN ST,246A-50,246A,50,2388,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3754098921, -71.1409001285999)"
457-4 MT AUBURN ST,246A-51,246A,51,1705,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3754618051, -71.1408978965999)"
457-5 MT AUBURN ST,246A-52,246A,52,3296,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3755329326999, -71.140897112)"
457-6 MT AUBURN ST,246A-53,246A,53,3311,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3755158011, -71.1405145566999)"
457-7 MT AUBURN ST,246A-54,246A,54,2354,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3754261627999, -71.1405300809)"
457-8 MT AUBURN ST,246A-55,246A,55,2310,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3753551491999, -71.1405340752999)"
457-9 MT AUBURN ST,246A-56,246A,56,1795,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3752986613, -71.1405473083)"
457-10 MT AUBURN ST,246A-57,246A,57,3777,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3752158932, -71.1405308859999)"
1-7 BRATTLE CIR,246A-59,246A,59,18114,111,Residential,4-8-UNIT-APT,7, , , ,YES, ,"(42.3755135302, -71.1412640907)"
457R MT AUBURN ST,246A-74,246A,74,1012,106,Transportation,RES-LAND-IMP,0, , , , , ,"(42.3755517804, -71.1406844732999)"
76 SPRING ST,24-7,24,7,2100,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3689243002, -71.0815839036999)"
72 SCIARAPPA ST,24-70,24,70,3000,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3702126511999, -71.0814588037)"
233 BRATTLE ST,247-1,247,1,6816,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3761331731, -71.1418739931999)"
82 OTIS ST,24-71,24,71,1518,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3703709735999, -71.0815681334999)"
83 LARCH RD,247-10,247,10,6406,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3782636404, -71.1422275643)"
112 LEXINGTON AVE,247-100,247,100,5296,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3787603273, -71.1409203604)"
108 LEXINGTON AVE,247-101,247,101,5297,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3786448768, -71.1408809898999)"
102 LEXINGTON AVE,247-102,247,102,5296,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3785287823, -71.1408395814)"
96 LEXINGTON AVE,247-103,247,103,5297,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3784117303, -71.1407973541)"
90 LEXINGTON AVE,247-104,247,104,5296,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3783014153, -71.1407618870999)"
86 LEXINGTON AVE,247-105,247,105,5297,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3781912197, -71.1407203101999)"
80 LEXINGTON AVE,247-106,247,106,5296,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3780754041999, -71.1406796224)"
72-74 LEXINGTON AVE,247-107,247,107,5297,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3779652886, -71.1406408048)"
68 LEXINGTON AVE,247-108,247,108,5306,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3778518550999, -71.1405994539999)"
64 LEXINGTON AVE,247-109,247,109,5467,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3777321994, -71.1405656511)"
89 LARCH RD,247-11,247,11,7537,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3784147784, -71.1423280866)"
60 LEXINGTON AVE,247-110,247,110,5677,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3776124652, -71.1405312792)"
38 LEXINGTON AVE,247-111,247,111,6000,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3772203503, -71.1403730714999)"
34 LEXINGTON AVE,247-112,247,112,6000,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3770905881, -71.1403288544999)"
170 LEXINGTON AVE,247-113,247,113,6109,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3798838581, -71.1413145870999)"
172 LEXINGTON AVE,247-114,247,114,6109,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3800183203999, -71.1413615560999)"
